date,t,Tau_Motor,Tau_1,Tau_2,vel,encoder_count,mode,level,turn
10:4:25 - 27/11/2024,114.851,5.29,-28.91,-13.47,19.29,98631.00,Active,4,6
10:4:25 - 27/11/2024,114.972,5.29,-28.79,-14.81,18.06,98713.00,Active,4,6
10:4:25 - 27/11/2024,115.059,5.04,-28.74,-15.27,17.24,98777.00,Active,4,6
10:4:25 - 27/11/2024,115.192,5.12,-28.61,-15.92,19.20,98877.00,Active,4,6
10:4:25 - 27/11/2024,115.296,5.12,-28.61,-15.92,18.73,98957.00,Active,4,6
10:4:25 - 27/11/2024,115.389,4.90,-28.27,-16.39,19.26,99029.00,Active,4,6
10:4:25 - 27/11/2024,115.501,4.90,-28.16,-16.56,18.68,99111.00,Active,4,6
10:4:25 - 27/11/2024,115.623,4.90,-28.09,-16.68,17.86,99199.00,Active,4,6
10:4:25 - 27/11/2024,115.784,5.29,-28.09,-16.68,18.68,99319.00,Active,4,6
10:4:25 - 27/11/2024,115.865,5.29,-28.09,-16.68,18.36,99376.00,Active,4,6
10:4:25 - 27/11/2024,115.945,5.29,-28.16,-16.66,18.36,99435.00,Active,4,6
10:4:25 - 27/11/2024,116.065,5.29,-28.22,-16.59,18.06,99517.00,Active,4,6
10:4:25 - 27/11/2024,116.146,5.29,-28.25,-16.50,17.04,99570.00,Active,4,6
10:4:25 - 27/11/2024,116.267,5.29,-28.31,-16.37,16.83,99658.00,Active,4,6
10:4:25 - 27/11/2024,116.387,5.29,-28.48,-16.19,19.50,99753.00,Active,4,6
10:4:25 - 27/11/2024,116.472,5.29,-28.56,-15.93,18.06,99808.00,Active,4,6
10:4:25 - 27/11/2024,116.596,5.29,-28.65,-15.55,16.14,99890.00,Active,4,6
10:4:25 - 27/11/2024,116.799,5.17,-28.71,-15.05,19.45,100050.00,Active,4,6
10:4:25 - 27/11/2024,116.839,5.17,-28.71,-15.05,19.59,100082.00,Active,4,6
10:4:25 - 27/11/2024,116.924,5.17,-28.82,-13.27,19.59,100144.00,Active,4,6
10:4:25 - 27/11/2024,117.047,5.01,-28.82,-13.27,18.43,100228.00,Active,4,6
10:4:25 - 27/11/2024,117.132,5.01,-28.85,-12.69,16.63,100283.00,Active,4,6
10:4:25 - 27/11/2024,117.256,5.01,-28.79,-12.75,17.43,100375.00,Active,4,6
10:4:25 - 27/11/2024,117.381,5.01,-28.64,-12.83,19.03,100469.00,Active,4,6
10:4:25 - 27/11/2024,117.469,4.61,-28.75,-12.95,18.03,100530.00,Active,4,6
10:4:25 - 27/11/2024,117.589,4.61,-28.73,-13.15,16.56,100609.00,Active,4,6
10:4:25 - 27/11/2024,117.804,4.83,-28.88,-13.30,17.23,100757.00,Active,4,6
10:4:25 - 27/11/2024,117.842,4.83,-28.88,-13.30,16.89,100782.00,Active,4,6
10:4:25 - 27/11/2024,117.923,4.83,-28.88,-13.30,16.89,100831.00,Active,4,6
10:4:25 - 27/11/2024,118.006,4.83,-29.21,-13.69,15.55,100881.00,Active,4,6
10:4:25 - 27/11/2024,118.134,4.45,-29.17,-14.15,15.03,100958.00,Active,4,6
10:4:25 - 27/11/2024,118.254,4.45,-29.13,-14.61,15.03,101029.00,Active,4,6
10:4:25 - 27/11/2024,118.337,4.45,-29.09,-14.99,14.54,101075.00,Active,4,6
10:4:25 - 27/11/2024,118.462,4.45,-29.03,-15.31,13.13,101139.00,Active,4,6
10:4:25 - 27/11/2024,118.545,4.45,-28.77,-15.85,13.13,101179.00,Active,4,6
10:4:25 - 27/11/2024,118.670,4.45,-28.65,-16.03,12.02,101241.00,Active,4,6
10:4:25 - 27/11/2024,118.842,4.03,-28.65,-16.03,14.62,101342.00,Active,4,6
10:4:25 - 27/11/2024,118.921,4.03,-28.65,-16.03,14.62,101399.00,Active,4,6
10:4:25 - 27/11/2024,119.004,4.11,-28.47,-16.48,17.63,101465.00,Active,4,6
10:4:25 - 27/11/2024,119.092,4.41,-28.43,-16.59,20.63,101542.00,Active,4,6
10:4:25 - 27/11/2024,119.219,4.66,-28.40,-16.65,21.69,101649.00,Active,4,6
10:4:25 - 27/11/2024,119.333,4.66,-28.43,-16.65,19.95,101739.00,Active,4,6
10:4:25 - 27/11/2024,119.418,5.45,-28.55,-16.62,19.95,101802.00,Active,4,6
10:4:25 - 27/11/2024,119.543,5.45,-28.60,-16.57,18.43,101893.00,Active,4,6
10:4:25 - 27/11/2024,119.676,5.49,-28.64,-16.49,18.38,101987.00,Active,4,6
10:4:25 - 27/11/2024,119.839,5.49,-28.64,-16.49,18.58,102109.00,Active,4,6
10:4:25 - 27/11/2024,119.877,5.01,-28.78,-16.17,18.58,102137.00,Active,4,6
10:4:25 - 27/11/2024,120.000,5.01,-28.87,-15.89,18.38,102220.00,Active,4,6
10:4:25 - 27/11/2024,120.085,5.01,-29.04,-14.97,16.23,102273.00,Active,4,6
10:4:25 - 27/11/2024,120.210,5.01,-29.04,-14.97,17.23,102363.00,Active,4,6
10:4:25 - 27/11/2024,120.333,5.01,-29.09,-14.40,19.08,102457.00,Active,4,6
10:4:25 - 27/11/2024,120.417,5.01,-29.18,-13.27,19.08,102513.00,Active,4,6
10:4:25 - 27/11/2024,120.550,4.59,-29.25,-12.84,16.76,102596.00,Active,4,6
10:4:25 - 27/11/2024,120.625,4.59,-29.28,-12.65,15.83,102646.00,Active,4,6
10:4:25 - 27/11/2024,120.791,4.59,-29.28,-12.65,17.97,102776.00,Active,4,6
10:4:25 - 27/11/2024,120.877,4.47,-29.28,-12.65,19.83,102842.00,Active,4,6
10:4:25 - 27/11/2024,120.958,4.47,-29.33,-12.81,18.03,102897.00,Active,4,6
10:4:25 - 27/11/2024,121.081,4.47,-29.31,-12.96,16.83,102979.00,Active,4,6
10:4:25 - 27/11/2024,121.164,4.47,-29.29,-13.15,16.83,103039.00,Active,4,6
10:4:25 - 27/11/2024,121.290,5.19,-29.26,-13.32,18.03,103136.00,Active,4,6
10:4:25 - 27/11/2024,121.423,4.72,-29.24,-13.47,19.03,103232.00,Active,4,6
10:4:25 - 27/11/2024,121.495,4.72,-29.21,-13.67,17.83,103278.00,Active,4,6
10:4:25 - 27/11/2024,121.624,5.03,-29.13,-14.10,16.49,103366.00,Active,4,6
10:4:25 - 27/11/2024,121.788,5.03,-29.13,-14.10,18.43,103490.00,Active,4,6
10:4:25 - 27/11/2024,121.838,4.92,-28.97,-15.38,18.63,103525.00,Active,4,6
10:4:25 - 27/11/2024,121.957,4.80,-28.88,-15.73,16.83,103605.00,Active,4,6
10:4:25 - 27/11/2024,122.040,4.80,-28.77,-16.01,16.83,103663.00,Active,4,6
10:4:25 - 27/11/2024,122.164,5.00,-28.65,-16.21,17.23,103746.00,Active,4,6
10:4:25 - 27/11/2024,122.294,4.77,-28.52,-16.39,16.83,103838.00,Active,4,6
10:4:25 - 27/11/2024,122.375,4.77,-28.41,-16.53,17.63,103893.00,Active,4,6
10:4:25 - 27/11/2024,122.505,4.50,-28.34,-16.62,16.83,103979.00,Active,4,6
10:4:25 - 27/11/2024,122.623,4.51,-28.38,-16.65,16.56,104058.00,Active,4,6
10:4:25 - 27/11/2024,122.783,4.51,-28.38,-16.65,17.43,104173.00,Active,4,6
10:4:25 - 27/11/2024,122.836,4.51,-28.38,-16.65,18.23,104212.00,Active,4,6
10:4:25 - 27/11/2024,122.913,4.41,-28.54,-16.58,18.23,104265.00,Active,4,6
10:4:25 - 27/11/2024,123.038,4.41,-28.54,-16.58,17.03,104337.00,Active,4,6
10:4:25 - 27/11/2024,123.162,4.64,-28.62,-16.41,14.22,104407.00,Active,4,6
10:4:25 - 27/11/2024,123.256,4.50,-28.78,-16.05,14.42,104465.00,Active,4,6
10:4:25 - 27/11/2024,123.371,4.50,-28.85,-15.83,15.75,104540.00,Active,4,6
10:4:25 - 27/11/2024,123.494,4.50,-28.85,-15.83,16.43,104621.00,Active,4,6
10:4:25 - 27/11/2024,123.592,4.30,-28.92,-15.52,16.69,104686.00,Active,4,6
10:4:25 - 27/11/2024,123.786,4.30,-28.92,-15.52,16.91,104815.00,Active,4,6
10:4:25 - 27/11/2024,123.829,4.30,-28.92,-15.52,16.23,104842.00,Active,4,6
10:4:25 - 27/11/2024,123.921,4.37,-29.19,-13.49,16.23,104902.00,Active,4,6
10:4:25 - 27/11/2024,124.033,4.37,-29.22,-13.06,16.17,104974.00,Active,4,6
10:4:25 - 27/11/2024,124.119,4.37,-29.26,-12.84,15.88,105029.00,Active,4,6
10:4:25 - 27/11/2024,124.255,4.28,-29.29,-12.81,16.23,105117.00,Active,4,6
10:4:25 - 27/11/2024,124.369,4.28,-29.31,-12.85,16.23,105190.00,Active,4,6
10:4:25 - 27/11/2024,124.452,4.28,-29.32,-12.92,16.03,105244.00,Active,4,6
10:4:25 - 27/11/2024,124.592,4.33,-29.32,-13.02,17.37,105344.00,Active,4,6
10:4:25 - 27/11/2024,124.785,4.33,-29.30,-13.15,18.63,105481.00,Active,4,6
10:4:25 - 27/11/2024,124.826,4.33,-29.30,-13.15,17.03,105507.00,Active,4,6
10:4:25 - 27/11/2024,124.918,4.68,-29.30,-13.15,17.03,105563.00,Active,4,6
10:4:25 - 27/11/2024,124.993,4.68,-29.18,-13.81,15.23,105609.00,Active,4,6
10:4:25 - 27/11/2024,125.118,4.68,-29.15,-14.11,15.95,105691.00,Active,4,6
10:4:25 - 27/11/2024,125.241,4.49,-29.15,-14.11,16.83,105775.00,Active,4,6
10:4:25 - 27/11/2024,125.330,4.42,-29.08,-14.89,16.95,105835.00,Active,4,6
10:4:25 - 27/11/2024,125.450,4.42,-29.03,-15.27,16.07,105911.00,Active,4,6
10:4:25 - 27/11/2024,125.578,4.42,-28.89,-15.61,16.36,105995.00,Active,4,6
10:4:25 - 27/11/2024,125.668,4.43,-28.80,-15.87,16.36,106058.00,Active,4,6
10:4:25 - 27/11/2024,125.825,4.43,-28.80,-15.87,18.78,106177.00,Active,4,6
10:4:25 - 27/11/2024,125.869,4.43,-28.56,-16.30,18.78,106208.00,Active,4,6
10:4:25 - 27/11/2024,125.995,4.51,-28.47,-16.47,17.63,106292.00,Active,4,6
10:4:25 - 27/11/2024,126.116,4.51,-28.44,-16.60,15.83,106366.00,Active,4,6
10:4:25 - 27/11/2024,126.200,4.51,-28.42,-16.65,15.63,106419.00,Active,4,6
10:4:25 - 27/11/2024,126.326,4.63,-28.42,-16.64,17.23,106508.00,Active,4,6
10:4:25 - 27/11/2024,126.448,4.63,-28.42,-16.64,18.63,106600.00,Active,4,6
10:4:25 - 27/11/2024,126.532,4.63,-28.52,-16.56,18.63,106657.00,Active,4,6
10:4:25 - 27/11/2024,126.676,4.67,-28.52,-16.56,17.51,106736.00,Active,4,6
10:4:25 - 27/11/2024,126.824,4.67,-28.52,-16.56,13.86,106818.00,Active,4,6
10:4:25 - 27/11/2024,126.865,4.67,-28.76,-16.17,13.86,106842.00,Active,4,6
10:4:25 - 27/11/2024,126.988,4.67,-28.83,-15.97,15.03,106917.00,Active,4,6
10:4:25 - 27/11/2024,127.073,4.67,-28.90,-15.71,14.82,106966.00,Active,4,6
10:4:25 - 27/11/2024,127.199,4.67,-28.97,-15.36,14.62,107040.00,Active,4,6
10:4:25 - 27/11/2024,127.323,4.67,-29.03,-14.93,14.62,107112.00,Active,4,6
10:4:25 - 27/11/2024,127.404,4.67,-29.08,-14.43,14.62,107158.00,Active,4,6
10:4:25 - 27/11/2024,127.530,4.18,-29.12,-13.91,14.02,107227.00,Active,4,6
10:4:25 - 27/11/2024,127.655,4.18,-29.17,-13.48,13.73,107299.00,Active,4,6
10:4:25 - 27/11/2024,127.784,4.11,-29.17,-13.48,15.03,107392.00,Active,4,6
10:4:25 - 27/11/2024,127.863,4.11,-29.17,-13.48,18.23,107454.00,Active,4,6
10:4:25 - 27/11/2024,127.970,4.45,-29.26,-12.77,20.03,107541.00,Active,4,6
10:4:25 - 27/11/2024,128.070,4.45,-29.29,-12.76,19.63,107617.00,Active,4,6
10:4:25 - 27/11/2024,128.197,4.45,-29.30,-12.84,17.83,107706.00,Active,4,6
10:4:25 - 27/11/2024,128.290,5.36,-29.29,-13.12,17.83,107772.00,Active,4,6
10:4:25 - 27/11/2024,128.404,5.49,-29.26,-13.29,17.89,107854.00,Active,4,6
10:4:25 - 27/11/2024,128.488,5.49,-29.24,-13.43,17.92,107915.00,Active,4,6
10:4:25 - 27/11/2024,128.618,4.91,-29.21,-13.59,17.97,108003.00,Active,2,8
10:4:25 - 27/11/2024,128.831,4.84,-29.21,-13.59,16.08,108137.00,Active,0,10
10:4:25 - 27/11/2024,128.902,4.84,-29.21,-13.59,16.08,108186.00,Active,1,11
10:4:25 - 27/11/2024,128.969,4.61,-29.21,-13.59,17.23,108236.00,Active,1,11
10:4:25 - 27/11/2024,129.050,4.61,-29.02,-15.08,17.95,108295.00,Active,0,12
10:4:25 - 27/11/2024,129.164,4.61,-29.02,-15.08,21.60,108395.00,Active,5,13
10:4:25 - 27/11/2024,129.291,4.43,-28.87,-15.78,20.43,108495.00,Active,5,13
10:4:25 - 27/11/2024,129.378,3.92,-28.76,-16.05,20.43,108562.00,Active,5,13
10:4:25 - 27/11/2024,129.483,3.64,-28.60,-16.31,19.20,108634.00,Active,5,13
10:4:25 - 27/11/2024,129.610,3.64,-28.60,-16.31,16.48,108698.00,Active,3,14
10:4:25 - 27/11/2024,129.777,3.31,-28.60,-16.31,5.21,108732.00,Active,3,14
10:4:25 - 27/11/2024,129.858,3.31,-28.60,-16.31,5.21,108732.00,Active,3,14
10:4:25 - 27/11/2024,129.946,3.17,-28.43,-16.66,0.00,108727.00,Active,3,14
10:4:25 - 27/11/2024,130.030,3.23,-28.45,-16.67,-1.23,108724.00,Active,3,14
10:4:25 - 27/11/2024,130.146,3.23,-28.41,-16.68,0.80,108729.00,Active,3,14
10:4:25 - 27/11/2024,130.228,3.23,-28.38,-16.68,0.80,108738.00,Active,3,14
10:4:25 - 27/11/2024,130.353,2.93,-28.37,-16.67,2.46,108753.00,Active,3,14
10:4:25 - 27/11/2024,130.473,3.23,-28.38,-16.67,2.87,108759.00,Active,3,14
10:4:25 - 27/11/2024,130.591,3.23,-28.38,-16.66,1.03,108757.00,Active,3,14
10:4:25 - 27/11/2024,130.798,3.19,-28.38,-16.66,-0.40,108755.00,Active,3,14
10:4:25 - 27/11/2024,130.839,3.19,-28.38,-16.66,-0.40,108755.00,Active,3,14
10:4:25 - 27/11/2024,130.882,3.19,-28.38,-16.66,0.20,108757.00,Active,3,14
10:4:25 - 27/11/2024,131.008,2.89,-28.40,-16.66,0.82,108762.00,Active,3,14
10:4:25 - 27/11/2024,131.126,2.89,-28.40,-16.65,0.82,108764.00,Active,2,15
10:4:25 - 27/11/2024,131.258,2.89,-28.40,-16.65,0.00,108764.00,Active,1,16
10:4:25 - 27/11/2024,131.336,2.89,-28.40,-16.65,0.00,108764.00,Active,0,17
10:4:25 - 27/11/2024,131.463,2.89,-28.40,-16.64,0.00,108764.00,Active,0,17
10:4:25 - 27/11/2024,131.570,2.89,-28.40,-16.64,0.00,108764.00,Active,0,17
